Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
0.8030         -337.991     -356.440       18.448   637.1
0.8040         -338.062     -356.529       18.467   637.8
0.8050         -338.133     -356.617       18.484   638.4
0.8060         -338.203     -356.704       18.500   639.0
0.8070         -338.274     -356.789       18.515   639.5
0.8080         -338.345     -356.874       18.529   639.9
0.8090         -338.415     -356.957       18.542   640.4
0.8100         -338.486     -357.039       18.553   640.8
0.8110         -338.557     -357.121       18.563   641.1
0.8120         -338.629     -357.201       18.572   641.4
0.8130         -338.700     -357.281       18.581   641.7
0.8140         -338.772     -357.359       18.588   642.0
0.8150         -338.843     -357.437       18.594   642.2
0.8160         -338.915     -357.514       18.598   642.3
0.8170         -338.988     -357.590       18.602   642.5
0.8180         -339.060     -357.665       18.605   642.6
0.8190         -339.133     -357.740       18.607   642.6
0.8200         -339.206     -357.814       18.608   642.7
0.8210         -339.279     -357.887       18.608   642.7
0.8220         -339.352     -357.959       18.607   642.6
0.8230         -339.426     -358.031       18.605   642.6
0.8240         -339.500     -358.102       18.602   642.5
0.8250         -339.574     -358.172       18.598   642.3
0.8260         -339.648     -358.242       18.593   642.2
0.8270         -339.723     -358.311       18.588   642.0
0.8280         -339.798     -358.379       18.581   641.7
0.8290         -339.873     -358.446       18.573   641.5
0.8300         -339.948     -358.513       18.565   641.2
0.8310         -340.024     -358.580       18.556   640.9
0.8320         -340.100     -358.645       18.546   640.5
0.8330         -340.176     -358.710       18.535   640.1
0.8340         -340.252     -358.775       18.523   639.7
0.8350         -340.328     -358.839       18.511   639.3
0.8360         -340.405     -358.903       18.498   638.9
0.8370         -340.482     -358.966       18.484   638.4
0.8380         -340.559     -359.029       18.470   637.9
0.8390         -340.636     -359.091       18.455   637.4
0.8400         -340.713     -359.153       18.439   636.8
0.8410         -340.791     -359.214       18.423   636.3
0.8420         -340.869     -359.275       18.406   635.7
0.8430         -340.947     -359.336       18.389   635.1
0.8440         -341.025     -359.396       18.371   634.5
0.8450         -341.103     -359.456       18.353   633.9
0.8460         -341.182     -359.516       18.334   633.2
0.8470         -341.260     -359.575       18.315   632.6
0.8480         -341.339     -359.634       18.296   631.9
0.8490         -341.418     -359.693       18.276   631.2
0.8500         -341.496     -359.752       18.255   630.5
0.8510         -341.576     -359.810       18.234   629.8
0.8520         -341.655     -359.868       18.213   629.0
0.8530         -341.734     -359.926       18.192   628.3
0.8540         -341.813     -359.983       18.170   627.5
0.8550         -341.893     -360.041       18.148   626.8
0.8560         -341.972     -360.098       18.126   626.0
0.8570         -342.052     -360.155       18.103   625.2
0.8580         -342.132     -360.212       18.081   624.5
0.8590         -342.212     -360.270       18.058   623.7
0.8600         -342.292     -360.326       18.035   622.9
0.8610         -342.372     -360.383       18.012   622.1
0.8620         -342.452     -360.440       17.988   621.3
0.8630         -342.532     -360.497       17.965   620.5
0.8640         -342.612     -360.553       17.941   619.6
0.8650         -342.693     -360.610       17.918   618.8
0.8660         -342.773     -360.667       17.894   618.0
0.8670         -342.853     -360.723       17.870   617.2
0.8680         -342.934     -360.780       17.846   616.4
0.8690         -343.015     -360.837       17.822   615.5
0.8700         -343.095     -360.893       17.798   614.7
0.8710         -343.176     -360.950       17.774   613.9
0.8720         -343.256     -361.006       17.750   613.0
0.8730         -343.337     -361.063       17.726   612.2
0.8740         -343.418     -361.120       17.702   611.4
0.8750         -343.498     -361.176       17.678   610.5
0.8760         -343.579     -361.232       17.653   609.7
0.8770         -343.660     -361.289       17.629   608.9
0.8780         -343.740     -361.345       17.605   608.0
0.8790         -343.821     -361.401       17.580   607.2
0.8800         -343.901     -361.457       17.556   606.3
0.8810         -343.981     -361.513       17.531   605.5
0.8820         -344.062     -361.569       17.507   604.6
0.8830         -344.142     -361.624       17.482   603.8
0.8840         -344.222     -361.680       17.457   602.9
0.8850         -344.302     -361.735       17.432   602.1
0.8860         -344.382     -361.790       17.408   601.2
0.8870         -344.462     -361.845       17.383   600.3
0.8880         -344.542     -361.900       17.357   599.5
0.8890         -344.622     -361.954       17.332   598.6
0.8900         -344.702     -362.009       17.307   597.7
0.8910         -344.781     -362.063       17.282   596.9
0.8920         -344.861     -362.118       17.257   596.0
0.8930         -344.940     -362.172       17.231   595.1
0.8940         -345.020     -362.226       17.206   594.3
0.8950         -345.099     -362.280       17.181   593.4
0.8960         -345.178     -362.333       17.156   592.5
0.8970         -345.257     -362.387       17.130   591.6
0.8980         -345.336     -362.441       17.105   590.8
0.8990         -345.414     -362.494       17.080   589.9
0.9000         -345.493     -362.548       17.055   589.0
0.9010         -345.572     -362.602       17.030   588.2
0.9020         -345.650     -362.655       17.005   587.3
0.9030         -345.729     -362.709       16.980   586.5
0.9040         -345.807     -362.763       16.956   585.6
0.9050         -345.885     -362.816       16.931   584.8
0.9060         -345.963     -362.870       16.907   583.9
0.9070         -346.042     -362.924       16.883   583.1
0.9080         -346.120     -362.978       16.859   582.3
0.9090         -346.198     -363.033       16.835   581.4
0.9100         -346.275     -363.087       16.812   580.6
0.9110         -346.353     -363.142       16.788   579.8
0.9120         -346.431     -363.196       16.765   579.0
0.9130         -346.509     -363.251       16.742   578.2
0.9140         -346.587     -363.306       16.720   577.5
0.9150         -346.664     -363.362       16.697   576.7
0.9160         -346.742     -363.417       16.675   575.9
0.9170         -346.820     -363.473       16.654   575.2
0.9180         -346.897     -363.529       16.632   574.4
0.9190         -346.975     -363.585       16.611   573.7
0.9200         -347.052     -363.642       16.589   573.0
0.9210         -347.130     -363.698       16.569   572.2
0.9220         -347.207     -363.755       16.548   571.5
0.9230         -347.284     -363.812       16.528   570.8
0.9240         -347.362     -363.869       16.508   570.1
0.9250         -347.439     -363.927       16.488   569.4
0.9260         -347.517     -363.985       16.468   568.8
0.9270         -347.594     -364.043       16.449   568.1
0.9280         -347.671     -364.101       16.430   567.4
0.9290         -347.749     -364.160       16.411   566.8
0.9300         -347.826     -364.218       16.392   566.1
0.9310         -347.903     -364.277       16.374   565.5
0.9320         -347.981     -364.337       16.356   564.9
0.9330         -348.058     -364.396       16.338   564.3
0.9340         -348.135     -364.456       16.321   563.7
0.9350         -348.213     -364.517       16.304   563.1
0.9360         -348.290     -364.577       16.287   562.5
0.9370         -348.368     -364.638       16.271   561.9
0.9380         -348.445     -364.700       16.255   561.4
0.9390         -348.522     -364.761       16.239   560.8
0.9400         -348.600     -364.823       16.223   560.3
0.9410         -348.677     -364.885       16.208   559.8
0.9420         -348.755     -364.948       16.193   559.3
0.9430         -348.833     -365.011       16.179   558.8
0.9440         -348.910     -365.075       16.165   558.3
0.9450         -348.988     -365.139       16.151   557.8
0.9460         -349.066     -365.203       16.137   557.3
0.9470         -349.143     -365.268       16.124   556.9
0.9480         -349.221     -365.333       16.112   556.5
0.9490         -349.299     -365.399       16.099   556.0
0.9500         -349.377     -365.465       16.088   555.6
0.9510         -349.455     -365.531       16.076   555.2
0.9520         -349.533     -365.598       16.065   554.8
0.9530         -349.611     -365.666       16.054   554.5
0.9540         -349.690     -365.734       16.044   554.1
0.9550         -349.768     -365.803       16.035   553.8
0.9560         -349.847     -365.872       16.025   553.5
0.9570         -349.925     -365.941       16.016   553.2
0.9580         -350.004     -366.012       16.008   552.9
0.9590         -350.082     -366.082       16.000   552.6
0.9600         -350.161     -366.153       15.992   552.3
0.9610         -350.240     -366.225       15.985   552.1
0.9620         -350.319     -366.298       15.978   551.9
0.9630         -350.398     -366.370       15.972   551.6
0.9640         -350.478     -366.444       15.966   551.4
0.9650         -350.557     -366.518       15.961   551.2
0.9660         -350.636     -366.592       15.956   551.1
0.9670         -350.716     -366.667       15.951   550.9
0.9680         -350.796     -366.743       15.947   550.8
0.9690         -350.875     -366.819       15.943   550.6
0.9700         -350.955     -366.895       15.940   550.5
0.9710         -351.036     -366.973       15.937   550.4
0.9720         -351.116     -367.050       15.934   550.3
0.9730         -351.196     -367.128       15.932   550.3
0.9740         -351.277     -367.207       15.931   550.2
0.9750         -351.357     -367.286       15.929   550.1
0.9760         -351.438     -367.366       15.928   550.1
0.9770         -351.519     -367.446       15.927   550.1
0.9780         -351.600     -367.527       15.927   550.1
0.9790         -351.681     -367.609       15.927   550.1
0.9800         -351.763     -367.690       15.928   550.1
0.9810         -351.844     -367.773       15.929   550.1
0.9820         -351.926     -367.856       15.930   550.2
0.9830         -352.007     -367.939       15.932   550.2
0.9840         -352.089     -368.024       15.934   550.3
0.9850         -352.172     -368.108       15.937   550.4
0.9860         -352.254     -368.194       15.940   550.5
0.9870         -352.336     -368.280       15.943   550.6
0.9880         -352.419     -368.366       15.947   550.8
0.9890         -352.502     -368.453       15.952   550.9
0.9900         -352.584     -368.541       15.956   551.1
0.9910         -352.667     -368.629       15.962   551.3
0.9920         -352.751     -368.718       15.967   551.5
0.9930         -352.834     -368.808       15.974   551.7
0.9940         -352.918     -368.898       15.980   551.9
0.9950         -353.001     -368.989       15.987   552.2
0.9960         -353.085     -369.080       15.995   552.4
0.9970         -353.169     -369.172       16.003   552.7
0.9980         -353.253     -369.265       16.012   553.0
0.9990         -353.338     -369.358       16.021   553.3
1.0000         -353.422     -369.452       16.030   553.6
1.0010         -353.507     -369.547       16.040   554.0
1.0020         -353.592     -369.642       16.050   554.3
1.0030         -353.677     -369.738       16.061   554.7
1.0040         -353.762     -369.834       16.072   555.1
1.0050         -353.847     -369.931       16.084   555.5
1.0060         -353.933     -370.028       16.095   555.9
1.0070         -354.018     -370.126       16.108   556.3
1.0080         -354.104     -370.224       16.120   556.7
1.0090         -354.190     -370.323       16.133   557.2
1.0100         -354.276     -370.422       16.146   557.6
1.0110         -354.362     -370.522       16.160   558.1
1.0120         -354.449     -370.622       16.173   558.6
1.0130         -354.535     -370.722       16.187   559.1
1.0140         -354.622     -370.823       16.201   559.5
1.0150         -354.709     -370.924       16.216   560.0
1.0160         -354.796     -371.026       16.230   560.5
1.0170         -354.883     -371.127       16.244   561.0
1.0180         -354.970     -371.229       16.259   561.5
1.0190         -355.057     -371.331       16.274   562.1
1.0200         -355.145     -371.433       16.289   562.6
1.0210         -355.232     -371.536       16.303   563.1
1.0220         -355.320     -371.639       16.318   563.6
1.0230         -355.408     -371.741       16.333   564.1
1.0240         -355.496     -371.844       16.348   564.6
1.0250         -355.584     -371.947       16.363   565.1
1.0260         -355.672     -372.050       16.378   565.6
1.0270         -355.761     -372.153       16.393   566.2
1.0280         -355.849     -372.256       16.407   566.7
1.0290         -355.937     -372.359       16.422   567.2
1.0300         -356.026     -372.463       16.437   567.7
1.0310         -356.115     -372.566       16.451   568.2
1.0320         -356.203     -372.669       16.465   568.7
1.0330         -356.292     -372.772       16.480   569.2
1.0340         -356.381     -372.875       16.494   569.6
1.0350         -356.470     -372.977       16.508   570.1
1.0360         -356.559     -373.080       16.521   570.6
1.0370         -356.647     -373.183       16.535   571.1
1.0380         -356.736     -373.285       16.549   571.5
1.0390         -356.825     -373.387       16.562   572.0
1.0400         -356.914     -373.489       16.575   572.5
1.0410         -357.003     -373.591       16.588   572.9
1.0420         -357.092     -373.693       16.601   573.3
1.0430         -357.181     -373.794       16.614   573.8
1.0440         -357.270     -373.896       16.626   574.2
1.0450         -357.358     -373.997       16.638   574.6
1.0460         -357.447     -374.098       16.650   575.1
1.0470         -357.536     -374.198       16.662   575.5
1.0480         -357.624     -374.298       16.674   575.9
1.0490         -357.713     -374.398       16.686   576.3
1.0500         -357.801     -374.498       16.697   576.7
1.0510         -357.890     -374.598       16.708   577.1
1.0520         -357.978     -374.697       16.719   577.4
1.0530         -358.066     -374.796       16.730   577.8
1.0540         -358.154     -374.894       16.740   578.2
1.0550         -358.241     -374.992       16.751   578.5
1.0560         -358.329     -375.090       16.761   578.9
1.0570         -358.416     -375.187       16.771   579.2
1.0580         -358.503     -375.284       16.781   579.6
1.0590         -358.590     -375.380       16.790   579.9
1.0600         -358.677     -375.476       16.799   580.2
1.0610         -358.763     -375.572       16.808   580.5
1.0620         -358.850     -375.667       16.817   580.8
1.0630         -358.936     -375.761       16.826   581.1
1.0640         -359.021     -375.855       16.834   581.4
1.0650         -359.107     -375.949       16.842   581.7
1.0660         -359.192     -376.042       16.850   581.9
1.0670         -359.277     -376.134       16.857   582.2
1.0680         -359.361     -376.226       16.864   582.5
1.0690         -359.446     -376.317       16.871   582.7
1.0700         -359.529     -376.407       16.878   582.9
1.0710         -359.613     -376.497       16.884   583.1
1.0720         -359.696     -376.586       16.890   583.3
1.0730         -359.779     -376.674       16.896   583.5
1.0740         -359.861     -376.762       16.901   583.7
1.0750         -359.943     -376.849       16.906   583.9
1.0760         -360.024     -376.935       16.911   584.1
1.0770         -360.105     -377.021       16.915   584.2
1.0780         -360.186     -377.105       16.920   584.4
1.0790         -360.266     -377.189       16.923   584.5
1.0800         -360.345     -377.272       16.927   584.6
1.0810         -360.424     -377.354       16.930   584.7
1.0820         -360.502     -377.435       16.933   584.8
1.0830         -360.580     -377.516       16.935   584.9
1.0840         -360.657     -377.595       16.938   585.0
1.0850         -360.734     -377.674       16.940   585.0
1.0860         -360.810     -377.751       16.941   585.1
1.0870         -360.886     -377.828       16.943   585.2
1.0880         -360.960     -377.904       16.944   585.2
1.0890         -361.034     -377.979       16.945   585.2
1.0900         -361.108     -378.053       16.945   585.2
1.0910         -361.180     -378.126       16.945   585.2
1.0920         -361.252     -378.198       16.945   585.2
1.0930         -361.323     -378.269       16.945   585.2
1.0940         -361.394     -378.339       16.945   585.2
1.0950         -361.463     -378.407       16.944   585.2
1.0960         -361.532     -378.475       16.943   585.2
1.0970         -361.600     -378.542       16.942   585.1
1.0980         -361.667     -378.608       16.941   585.1
1.0990         -361.734     -378.673       16.939   585.0
1.1000         -361.799     -378.737       16.938   585.0
1.1010         -361.863     -378.799       16.936   584.9
1.1020         -361.927     -378.861       16.934   584.9
1.1030         -361.990     -378.922       16.932   584.8
1.1040         -362.051     -378.981       16.930   584.7
1.1050         -362.112     -379.040       16.928   584.6
1.1060         -362.172     -379.098       16.926   584.6
1.1070         -362.231     -379.154       16.923   584.5
1.1080         -362.288     -379.210       16.921   584.4
1.1090         -362.345     -379.264       16.919   584.3
1.1100         -362.401     -379.317       16.917   584.3
1.1110         -362.455     -379.370       16.915   584.2
1.1120         -362.509     -379.421       16.912   584.1
1.1130         -362.561     -379.472       16.910   584.0
1.1140         -362.613     -379.521       16.908   584.0
1.1150         -362.663     -379.570       16.907   583.9
1.1160         -362.712     -379.617       16.905   583.8
1.1170         -362.761     -379.664       16.903   583.8
1.1180         -362.808     -379.710       16.902   583.7
1.1190         -362.854     -379.754       16.901   583.7
1.1200         -362.898     -379.798       16.900   583.7
1.1210         -362.942     -379.841       16.899   583.7
1.1220         -362.985     -379.884       16.899   583.6
1.1230         -363.026     -379.925       16.899   583.6
1.1240         -363.066     -379.965       16.899   583.6
1.1250         -363.105     -380.005       16.899   583.7
1.1260         -363.143     -380.044       16.900   583.7
1.1270         -363.180     -380.082       16.902   583.7
1.1280         -363.216     -380.119       16.903   583.8
1.1290         -363.250     -380.156       16.905   583.9
1.1300         -363.284     -380.191       16.907   583.9
1.1310         -363.316     -380.226       16.910   584.0
1.1320         -363.347     -380.260       16.913   584.1
1.1330         -363.377     -380.294       16.917   584.3
1.1340         -363.406     -380.327       16.921   584.4
1.1350         -363.433     -380.359       16.925   584.6
1.1360         -363.460     -380.390       16.930   584.7
1.1370         -363.485     -380.421       16.936   584.9
1.1380         -363.509     -380.450       16.941   585.1
1.1390         -363.532     -380.480       16.948   585.3
1.1400         -363.554     -380.508       16.954   585.6
1.1410         -363.575     -380.536       16.962   585.8
1.1420         -363.594     -380.563       16.969   586.1
1.1430         -363.613     -380.590       16.977   586.3
1.1440         -363.630     -380.616       16.986   586.6
1.1450         -363.646     -380.641       16.995   587.0
1.1460         -363.661     -380.665       17.004   587.3
1.1470         -363.675     -380.689       17.014   587.6
1.1480         -363.688     -380.712       17.024   588.0
1.1490         -363.700     -380.735       17.035   588.3
1.1500         -363.711     -380.757       17.046   588.7
1.1510         -363.720     -380.778       17.058   589.1
1.1520         -363.729     -380.799       17.070   589.5
1.1530         -363.736     -380.819       17.082   590.0
1.1540         -363.743     -380.838       17.095   590.4
1.1550         -363.749     -380.857       17.108   590.9
1.1560         -363.753     -380.875       17.122   591.3
1.1570         -363.757     -380.893       17.136   591.8
1.1580         -363.760     -380.910       17.150   592.3
1.1590         -363.761     -380.927       17.165   592.8
1.1600         -363.762     -380.943       17.180   593.4
1.1610         -363.762     -380.958       17.196   593.9
1.1620         -363.761     -380.973       17.212   594.5
1.1630         -363.760     -380.988       17.228   595.0
1.1640         -363.757     -381.002       17.245   595.6
1.1650         -363.753     -381.015       17.262   596.2
1.1660         -363.749     -381.028       17.279   596.8
1.1670         -363.744     -381.041       17.296   597.4
1.1680         -363.738     -381.052       17.314   598.0
1.1690         -363.731     -381.064       17.332   598.6
1.1700         -363.724     -381.074       17.350   599.2
1.1710         -363.716     -381.084       17.368   599.9
1.1720         -363.707     -381.094       17.387   600.5
1.1730         -363.698     -381.103       17.405   601.1
1.1740         -363.687     -381.111       17.424   601.8
1.1750         -363.677     -381.119       17.443   602.4
1.1760         -363.665     -381.126       17.461   603.1
1.1770         -363.653     -381.133       17.480   603.7
1.1780         -363.640     -381.139       17.499   604.4
1.1790         -363.627     -381.145       17.518   605.0
1.1800         -363.614     -381.150       17.537   605.7
1.1810         -363.599     -381.155       17.555   606.3
1.1820         -363.585     -381.158       17.574   607.0
1.1830         -363.569     -381.162       17.593   607.6
1.1840         -363.554     -381.165       17.611   608.2
1.1850         -363.538     -381.167       17.629   608.9
1.1860         -363.521     -381.169       17.648   609.5
1.1870         -363.504     -381.170       17.666   610.1
1.1880         -363.487     -381.171       17.684   610.7
1.1890         -363.469     -381.171       17.702   611.4
1.1900         -363.452     -381.171       17.719   612.0
1.1910         -363.433     -381.170       17.736   612.6
1.1920         -363.415     -381.169       17.754   613.2
1.1930         -363.396     -381.167       17.771   613.7
1.1940         -363.378     -381.165       17.787   614.3
1.1950         -363.359     -381.162       17.804   614.9
1.1960         -363.340     -381.159       17.820   615.4
1.1970         -363.320     -381.156       17.836   616.0
1.1980         -363.301     -381.152       17.851   616.5
1.1990         -363.282     -381.148       17.866   617.1
1.2000         -363.262     -381.143       17.881   617.6
1.2010         -363.243     -381.139       17.896   618.1
1.2020         -363.223     -381.133       17.910   618.6
1.2030         -363.204     -381.128       17.924   619.0
1.2040         -363.184     -381.122       17.937   619.5
1.2050         -363.165     -381.116       17.950   620.0
1.2060         -363.146     -381.109       17.963   620.4
1.2070         -363.127     -381.102       17.975   620.8
1.2080         -363.108     -381.095       17.987   621.2
1.2090         -363.090     -381.088       17.998   621.6
1.2100         -363.071     -381.081       18.009   622.0
1.2110         -363.053     -381.073       18.020   622.3
1.2120         -363.036     -381.065       18.030   622.7
1.2130         -363.018     -381.057       18.039   623.0
1.2140         -363.001     -381.049       18.048   623.3
1.2150         -362.984     -381.040       18.056   623.6
1.2160         -362.967     -381.031       18.064   623.9
1.2170         -362.951     -381.022       18.071   624.1
1.2180         -362.936     -381.013       18.078   624.4
1.2190         -362.920     -381.004       18.084   624.6
1.2200         -362.905     -380.995       18.089   624.8
1.2210         -362.891     -380.985       18.094   624.9
1.2220         -362.877     -380.975       18.098   625.1
1.2230         -362.863     -380.965       18.102   625.2
1.2240         -362.850     -380.955       18.105   625.3
1.2250         -362.838     -380.945       18.107   625.4
1.2260         -362.826     -380.935       18.109   625.4
1.2270         -362.814     -380.924       18.110   625.5
1.2280         -362.804     -380.914       18.110   625.5
1.2290         -362.793     -380.903       18.110   625.5
1.2300         -362.783     -380.892       18.109   625.4
1.2310         -362.774     -380.881       18.107   625.4
1.2320         -362.765     -380.870       18.105   625.3
1.2330         -362.757     -380.859       18.102   625.2
1.2340         -362.749     -380.847       18.098   625.1
1.2350         -362.742     -380.836       18.093   624.9
1.2360         -362.736     -380.824       18.088   624.7
1.2370         -362.730     -380.812       18.082   624.5
1.2380         -362.725     -380.800       18.075   624.3
1.2390         -362.720     -380.788       18.068   624.0
1.2400         -362.716     -380.775       18.059   623.7
1.2410         -362.712     -380.762       18.050   623.4
1.2420         -362.709     -380.749       18.041   623.1
1.2430         -362.706     -380.736       18.030   622.7
1.2440         -362.704     -380.723       18.019   622.3
1.2450         -362.703     -380.710       18.007   621.9
1.2460         -362.702     -380.696       17.994   621.5
1.2470         -362.702     -380.682       17.980   621.0
1.2480         -362.702     -380.668       17.966   620.5
1.2490         -362.703     -380.654       17.951   620.0
1.2500         -362.705     -380.640       17.935   619.4
1.2510         -362.707     -380.626       17.919   618.9
1.2520         -362.709     -380.611       17.902   618.3
1.2530         -362.712     -380.596       17.884   617.7
1.2540         -362.716     -380.581       17.866   617.0
1.2550         -362.720     -380.566       17.846   616.4
1.2560         -362.725     -380.551       17.827   615.7
1.2570         -362.730     -380.536       17.806   615.0
1.2580         -362.736     -380.521       17.785   614.3
1.2590         -362.742     -380.506       17.764   613.5
1.2600         -362.749     -380.490       17.741   612.7
1.2610         -362.756     -380.475       17.718   611.9
1.2620         -362.764     -380.459       17.695   611.1
1.2630         -362.773     -380.444       17.671   610.3
1.2640         -362.782     -380.428       17.647   609.5
1.2650         -362.791     -380.413       17.622   608.6
1.2660         -362.801     -380.397       17.596   607.7
1.2670         -362.811     -380.382       17.571   606.8
1.2680         -362.822     -380.366       17.544   605.9
1.2690         -362.833     -380.351       17.518   605.0
1.2700         -362.845     -380.335       17.491   604.1
1.2710         -362.857     -380.320       17.463   603.1
1.2720         -362.870     -380.305       17.435   602.2
1.2730         -362.883     -380.290       17.407   601.2
1.2740         -362.896     -380.275       17.379   600.2
1.2750         -362.910     -380.260       17.350   599.2
1.2760         -362.924     -380.246       17.322   598.2
1.2770         -362.938     -380.231       17.293   597.2
1.2780         -362.953     -380.217       17.264   596.2
1.2790         -362.969     -380.203       17.235   595.2
1.2800         -362.984     -380.190       17.206   594.2
1.2810         -363.000     -380.177       17.177   593.2
1.2820         -363.016     -380.164       17.148   592.2
1.2830         -363.033     -380.151       17.119   591.2
1.2840         -363.049     -380.139       17.090   590.2
1.2850         -363.066     -380.128       17.062   589.3
1.2860         -363.083     -380.117       17.033   588.3
1.2870         -363.101     -380.106       17.005   587.3
1.2880         -363.119     -380.096       16.977   586.4
1.2890         -363.137     -380.086       16.950   585.4
1.2900         -363.155     -380.077       16.923   584.5
1.2910         -363.173     -380.069       16.896   583.5
1.2920         -363.191     -380.061       16.869   582.6
1.2930         -363.210     -380.053       16.843   581.7
1.2940         -363.229     -380.047       16.818   580.8
1.2950         -363.248     -380.040       16.792   580.0
1.2960         -363.267     -380.035       16.768   579.1
1.2970         -363.286     -380.030       16.743   578.3
1.2980         -363.306     -380.025       16.720   577.4
1.2990         -363.325     -380.021       16.696   576.6
1.3000         -363.345     -380.018       16.673   575.9
1.3010         -363.364     -380.015       16.651   575.1
1.3020         -363.384     -380.013       16.629   574.3
1.3030         -363.404     -380.012       16.607   573.6
1.3040         -363.424     -380.011       16.586   572.9
1.3050         -363.444     -380.010       16.566   572.1
1.3060         -363.464     -380.010       16.546   571.5
1.3070         -363.484     -380.011       16.526   570.8
1.3080         -363.505     -380.012       16.507   570.1
1.3090         -363.525     -380.013       16.489   569.5
1.3100         -363.545     -380.016       16.471   568.9
1.3110         -363.565     -380.018       16.453   568.2
1.3120         -363.586     -380.022       16.436   567.7
1.3130         -363.606     -380.025       16.419   567.1
1.3140         -363.626     -380.030       16.403   566.5
1.3150         -363.646     -380.034       16.388   566.0
1.3160         -363.667     -380.040       16.373   565.5
1.3170         -363.687     -380.045       16.358   565.0
1.3180         -363.708     -380.052       16.344   564.5
1.3190         -363.728     -380.058       16.331   564.0
1.3200         -363.748     -380.066       16.318   563.6
1.3210         -363.768     -380.074       16.305   563.1
1.3220         -363.789     -380.082       16.293   562.7
1.3230         -363.809     -380.091       16.282   562.3
1.3240         -363.829     -380.100       16.272   562.0
1.3250         -363.849     -380.110       16.261   561.6
1.3260         -363.869     -380.121       16.252   561.3
1.3270         -363.889     -380.132       16.243   561.0
1.3280         -363.909     -380.143       16.234   560.7
1.3290         -363.929     -380.155       16.227   560.4
1.3300         -363.948     -380.168       16.219   560.2
1.3310         -363.968     -380.181       16.213   559.9
1.3320         -363.988     -380.194       16.206   559.7
1.3330         -364.007     -380.208       16.201   559.5
1.3340         -364.027     -380.223       16.196   559.4
1.3350         -364.046     -380.238       16.192   559.2
1.3360         -364.065     -380.253       16.188   559.1
1.3370         -364.084     -380.269       16.185   559.0
1.3380         -364.104     -380.286       16.182   558.9
1.3390         -364.122     -380.303       16.180   558.8
1.3400         -364.141     -380.320       16.179   558.8
1.3410         -364.160     -380.338       16.178   558.7
1.3420         -364.179     -380.356       16.178   558.7
1.3430         -364.197     -380.375       16.178   558.7
1.3440         -364.216     -380.395       16.179   558.8
1.3450         -364.234     -380.415       16.181   558.8
1.3460         -364.252     -380.435       16.183   558.9
1.3470         -364.270     -380.456       16.186   559.0
1.3480         -364.288     -380.477       16.189   559.1
1.3490         -364.306     -380.499       16.193   559.3
1.3500         -364.324     -380.521       16.197   559.4
1.3510         -364.341     -380.544       16.202   559.6
1.3520         -364.359     -380.567       16.208   559.8
1.3530         -364.376     -380.590       16.214   560.0
1.3540         -364.393     -380.614       16.221   560.2
1.3550         -364.410     -380.639       16.229   560.5
1.3560         -364.427     -380.664       16.237   560.8
1.3570         -364.443     -380.689       16.245   561.1
1.3580         -364.460     -380.715       16.254   561.4
1.3590         -364.476     -380.741       16.264   561.7
1.3600         -364.493     -380.767       16.274   562.1
1.3610         -364.509     -380.794       16.285   562.4
1.3620         -364.525     -380.821       16.297   562.8
1.3630         -364.541     -380.849       16.308   563.2
1.3640         -364.556     -380.877       16.321   563.7
1.3650         -364.572     -380.906       16.334   564.1
1.3660         -364.587     -380.934       16.347   564.6
1.3670         -364.603     -380.963       16.361   565.1
1.3680         -364.618     -380.993       16.375   565.6
1.3690         -364.633     -381.023       16.390   566.1
1.3700         -364.648     -381.053       16.405   566.6
1.3710         -364.662     -381.083       16.421   567.1
1.3720         -364.677     -381.114       16.437   567.7
1.3730         -364.691     -381.145       16.453   568.3
1.3740         -364.705     -381.176       16.470   568.8
1.3750         -364.720     -381.207       16.488   569.4
1.3760         -364.734     -381.239       16.505   570.0
1.3770         -364.747     -381.271       16.523   570.7
1.3780         -364.761     -381.303       16.542   571.3
1.3790         -364.775     -381.335       16.561   572.0
1.3800         -364.788     -381.368       16.580   572.6
1.3810         -364.802     -381.401       16.599   573.3
1.3820         -364.815     -381.434       16.619   574.0
1.3830         -364.828     -381.468       16.639   574.7
1.3840         -364.841     -381.501       16.660   575.4
1.3850         -364.854     -381.535       16.681   576.1
1.3860         -364.867     -381.569       16.702   576.8
1.3870         -364.880     -381.603       16.723   577.6
1.3880         -364.893     -381.637       16.745   578.3
1.3890         -364.905     -381.672       16.767   579.1
1.3900         -364.918     -381.707       16.789   579.8
1.3910         -364.930     -381.741       16.811   580.6
1.3920         -364.943     -381.776       16.834   581.4
1.3930         -364.955     -381.811       16.856   582.2
1.3940         -364.967     -381.847       16.879   583.0
1.3950         -364.980     -381.882       16.903   583.8
1.3960         -364.992     -381.918       16.926   584.6
1.3970         -365.004     -381.953       16.949   585.4
1.3980         -365.016     -381.989       16.973   586.2
1.3990         -365.028     -382.025       16.997   587.0
1.4000         -365.040     -382.061       17.021   587.8
1.4010         -365.052     -382.097       17.045   588.7
1.4020         -365.064     -382.133       17.069   589.5
1.4030         -365.076     -382.170       17.093   590.4
1.4040         -365.089     -382.207       17.118   591.2
1.4050         -365.101     -382.243       17.143   592.1
1.4060         -365.113     -382.281       17.168   592.9
1.4070         -365.125     -382.318       17.193   593.8
1.4080         -365.137     -382.355       17.218   594.7
1.4090         -365.150     -382.393       17.243   595.5
