Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.4380         -373.320     -391.647       18.327   633.0
2.4390         -373.336     -391.669       18.332   633.1
2.4400         -373.354     -391.690       18.336   633.3
2.4410         -373.373     -391.712       18.339   633.4
2.4420         -373.393     -391.734       18.341   633.4
2.4430         -373.414     -391.755       18.341   633.5
2.4440         -373.437     -391.777       18.340   633.4
2.4450         -373.460     -391.798       18.338   633.3
2.4460         -373.485     -391.819       18.334   633.2
2.4470         -373.511     -391.841       18.330   633.1
2.4480         -373.538     -391.862       18.324   632.9
2.4490         -373.566     -391.883       18.316   632.6
2.4500         -373.596     -391.904       18.308   632.3
2.4510         -373.626     -391.924       18.298   632.0
2.4520         -373.658     -391.945       18.287   631.6
2.4530         -373.690     -391.965       18.275   631.2
2.4540         -373.724     -391.986       18.262   630.7
2.4550         -373.759     -392.006       18.247   630.2
2.4560         -373.795     -392.026       18.231   629.7
2.4570         -373.832     -392.046       18.215   629.1
2.4580         -373.870     -392.066       18.197   628.5
2.4590         -373.908     -392.086       18.178   627.8
2.4600         -373.948     -392.106       18.158   627.1
2.4610         -373.989     -392.126       18.137   626.4
2.4620         -374.030     -392.145       18.115   625.6
2.4630         -374.073     -392.165       18.092   624.8
2.4640         -374.116     -392.184       18.068   624.0
2.4650         -374.160     -392.204       18.044   623.2
2.4660         -374.205     -392.223       18.018   622.3
2.4670         -374.251     -392.242       17.992   621.4
2.4680         -374.297     -392.262       17.965   620.5
2.4690         -374.344     -392.281       17.937   619.5
2.4700         -374.391     -392.300       17.909   618.5
2.4710         -374.440     -392.319       17.880   617.5
2.4720         -374.488     -392.339       17.850   616.5
2.4730         -374.538     -392.358       17.820   615.5
2.4740         -374.588     -392.377       17.789   614.4
2.4750         -374.638     -392.396       17.758   613.3
2.4760         -374.689     -392.416       17.727   612.2
2.4770         -374.740     -392.435       17.695   611.1
2.4780         -374.792     -392.454       17.663   610.0
2.4790         -374.843     -392.473       17.630   608.9
2.4800         -374.896     -392.493       17.597   607.8
2.4810         -374.948     -392.512       17.564   606.6
2.4820         -375.001     -392.532       17.531   605.5
2.4830         -375.054     -392.551       17.497   604.3
2.4840         -375.107     -392.571       17.464   603.2
2.4850         -375.160     -392.590       17.430   602.0
2.4860         -375.214     -392.610       17.396   600.8
2.4870         -375.267     -392.630       17.363   599.7
2.4880         -375.320     -392.649       17.329   598.5
2.4890         -375.374     -392.669       17.295   597.3
2.4900         -375.427     -392.689       17.261   596.2
2.4910         -375.481     -392.708       17.228   595.0
2.4920         -375.534     -392.728       17.194   593.8
2.4930         -375.587     -392.748       17.161   592.7
2.4940         -375.640     -392.767       17.128   591.5
2.4950         -375.692     -392.787       17.095   590.4
2.4960         -375.745     -392.807       17.062   589.3
2.4970         -375.797     -392.826       17.029   588.1
2.4980         -375.849     -392.846       16.997   587.0
2.4990         -375.900     -392.865       16.965   585.9
2.5000         -375.951     -392.885       16.934   584.8
2.5010         -376.002     -392.904       16.902   583.8
2.5020         -376.052     -392.924       16.871   582.7
2.5030         -376.102     -392.943       16.841   581.6
2.5040         -376.152     -392.962       16.811   580.6
2.5050         -376.200     -392.982       16.781   579.6
2.5060         -376.249     -393.001       16.752   578.6
2.5070         -376.296     -393.020       16.723   577.6
2.5080         -376.344     -393.039       16.695   576.6
2.5090         -376.390     -393.058       16.668   575.7
2.5100         -376.436     -393.077       16.641   574.7
2.5110         -376.481     -393.095       16.614   573.8
2.5120         -376.525     -393.114       16.588   572.9
2.5130         -376.569     -393.132       16.563   572.0
2.5140         -376.612     -393.151       16.539   571.2
2.5150         -376.654     -393.169       16.515   570.4
2.5160         -376.696     -393.187       16.492   569.6
2.5170         -376.736     -393.205       16.469   568.8
2.5180         -376.776     -393.223       16.447   568.0
2.5190         -376.815     -393.241       16.426   567.3
2.5200         -376.853     -393.258       16.406   566.6
2.5210         -376.890     -393.276       16.386   565.9
2.5220         -376.926     -393.293       16.367   565.3
2.5230         -376.961     -393.310       16.349   564.7
2.5240         -376.995     -393.327       16.332   564.1
2.5250         -377.029     -393.344       16.315   563.5
2.5260         -377.061     -393.361       16.300   563.0
2.5270         -377.092     -393.377       16.285   562.4
2.5280         -377.123     -393.394       16.271   562.0
2.5290         -377.152     -393.410       16.258   561.5
2.5300         -377.180     -393.426       16.246   561.1
2.5310         -377.207     -393.442       16.234   560.7
2.5320         -377.234     -393.458       16.224   560.3
2.5330         -377.259     -393.473       16.214   560.0
2.5340         -377.283     -393.488       16.206   559.7
2.5350         -377.306     -393.503       16.198   559.4
2.5360         -377.327     -393.518       16.191   559.2
2.5370         -377.348     -393.533       16.185   559.0
2.5380         -377.368     -393.548       16.180   558.8
2.5390         -377.386     -393.562       16.175   558.7
2.5400         -377.404     -393.576       16.172   558.5
2.5410         -377.420     -393.589       16.169   558.4
2.5420         -377.435     -393.603       16.168   558.4
2.5430         -377.449     -393.616       16.167   558.4
2.5440         -377.462     -393.629       16.167   558.4
2.5450         -377.474     -393.642       16.168   558.4
2.5460         -377.484     -393.654       16.170   558.5
2.5470         -377.494     -393.666       16.172   558.5
2.5480         -377.502     -393.678       16.176   558.7
2.5490         -377.509     -393.689       16.180   558.8
2.5500         -377.515     -393.700       16.185   559.0
2.5510         -377.520     -393.711       16.191   559.2
2.5520         -377.524     -393.722       16.198   559.4
2.5530         -377.527     -393.732       16.205   559.7
2.5540         -377.528     -393.742       16.213   560.0
2.5550         -377.529     -393.751       16.223   560.3
2.5560         -377.528     -393.760       16.232   560.6
2.5570         -377.526     -393.769       16.243   561.0
2.5580         -377.523     -393.778       16.255   561.4
2.5590         -377.519     -393.786       16.267   561.8
2.5600         -377.514     -393.794       16.280   562.3
2.5610         -377.508     -393.802       16.294   562.7
2.5620         -377.501     -393.809       16.309   563.3
2.5630         -377.492     -393.816       16.324   563.8
2.5640         -377.483     -393.823       16.340   564.3
2.5650         -377.472     -393.829       16.357   564.9
2.5660         -377.461     -393.835       16.374   565.5
2.5670         -377.448     -393.841       16.393   566.2
2.5680         -377.435     -393.846       16.412   566.8
2.5690         -377.420     -393.851       16.431   567.5
2.5700         -377.405     -393.856       16.451   568.2
2.5710         -377.388     -393.860       16.472   568.9
2.5720         -377.371     -393.864       16.493   569.6
2.5730         -377.352     -393.867       16.515   570.4
2.5740         -377.333     -393.870       16.537   571.1
2.5750         -377.312     -393.872       16.560   571.9
2.5760         -377.291     -393.874       16.583   572.7
2.5770         -377.269     -393.875       16.606   573.5
2.5780         -377.246     -393.876       16.630   574.4
2.5790         -377.222     -393.876       16.654   575.2
2.5800         -377.197     -393.875       16.678   576.0
2.5810         -377.171     -393.874       16.703   576.9
2.5820         -377.144     -393.872       16.728   577.7
2.5830         -377.117     -393.870       16.753   578.6
2.5840         -377.089     -393.867       16.778   579.5
2.5850         -377.060     -393.863       16.803   580.3
2.5860         -377.030     -393.859       16.829   581.2
2.5870         -377.000     -393.854       16.854   582.1
2.5880         -376.968     -393.848       16.879   583.0
2.5890         -376.936     -393.841       16.905   583.8
2.5900         -376.904     -393.834       16.930   584.7
2.5910         -376.871     -393.826       16.956   585.6
2.5920         -376.837     -393.818       16.981   586.5
2.5930         -376.802     -393.809       17.006   587.4
2.5940         -376.767     -393.799       17.032   588.2
2.5950         -376.731     -393.788       17.057   589.1
2.5960         -376.695     -393.776       17.081   589.9
2.5970         -376.658     -393.764       17.106   590.8
2.5980         -376.621     -393.752       17.131   591.6
2.5990         -376.583     -393.738       17.155   592.5
2.6000         -376.545     -393.724       17.179   593.3
2.6010         -376.506     -393.709       17.203   594.1
2.6020         -376.467     -393.693       17.226   594.9
2.6030         -376.428     -393.677       17.249   595.8
2.6040         -376.388     -393.660       17.272   596.5
2.6050         -376.347     -393.642       17.295   597.3
2.6060         -376.307     -393.624       17.317   598.1
2.6070         -376.266     -393.605       17.339   598.8
2.6080         -376.225     -393.586       17.360   599.6
2.6090         -376.184     -393.565       17.381   600.3
2.6100         -376.142     -393.544       17.402   601.0
2.6110         -376.100     -393.523       17.422   601.7
2.6120         -376.059     -393.501       17.442   602.4
2.6130         -376.016     -393.478       17.461   603.1
2.6140         -375.974     -393.455       17.480   603.7
2.6150         -375.932     -393.431       17.499   604.4
2.6160         -375.890     -393.406       17.516   605.0
2.6170         -375.847     -393.381       17.534   605.6
2.6180         -375.805     -393.355       17.550   606.1
2.6190         -375.762     -393.329       17.566   606.7
2.6200         -375.720     -393.302       17.582   607.2
2.6210         -375.677     -393.274       17.597   607.8
2.6220         -375.634     -393.246       17.611   608.2
2.6230         -375.592     -393.217       17.625   608.7
2.6240         -375.550     -393.187       17.638   609.2
2.6250         -375.507     -393.157       17.650   609.6
2.6260         -375.465     -393.127       17.662   610.0
2.6270         -375.423     -393.095       17.673   610.4
2.6280         -375.381     -393.063       17.683   610.7
2.6290         -375.339     -393.031       17.692   611.0
2.6300         -375.297     -392.997       17.701   611.3
2.6310         -375.255     -392.964       17.708   611.6
2.6320         -375.214     -392.929       17.715   611.8
2.6330         -375.172     -392.894       17.722   612.1
2.6340         -375.131     -392.858       17.727   612.2
2.6350         -375.090     -392.822       17.732   612.4
2.6360         -375.049     -392.785       17.735   612.5
2.6370         -375.009     -392.747       17.738   612.6
2.6380         -374.968     -392.709       17.740   612.7
2.6390         -374.928     -392.670       17.742   612.8
2.6400         -374.888     -392.630       17.742   612.8
2.6410         -374.848     -392.590       17.742   612.8
2.6420         -374.809     -392.550       17.741   612.7
2.6430         -374.769     -392.509       17.739   612.7
2.6440         -374.730     -392.467       17.736   612.6
2.6450         -374.692     -392.425       17.733   612.5
2.6460         -374.653     -392.382       17.729   612.3
2.6470         -374.615     -392.338       17.724   612.1
2.6480         -374.576     -392.295       17.718   611.9
2.6490         -374.539     -392.250       17.712   611.7
2.6500         -374.501     -392.206       17.705   611.5
2.6510         -374.464     -392.160       17.697   611.2
2.6520         -374.426     -392.115       17.688   610.9
2.6530         -374.389     -392.069       17.679   610.6
2.6540         -374.353     -392.023       17.670   610.3
2.6550         -374.316     -391.976       17.659   609.9
2.6560         -374.280     -391.929       17.649   609.5
2.6570         -374.244     -391.882       17.637   609.1
2.6580         -374.209     -391.834       17.625   608.7
2.6590         -374.173     -391.786       17.613   608.3
2.6600         -374.138     -391.738       17.600   607.9
2.6610         -374.103     -391.690       17.587   607.4
2.6620         -374.068     -391.642       17.574   606.9
2.6630         -374.033     -391.593       17.560   606.5
2.6640         -373.999     -391.544       17.545   606.0
2.6650         -373.965     -391.496       17.531   605.5
2.6660         -373.931     -391.447       17.516   605.0
2.6670         -373.897     -391.398       17.501   604.4
2.6680         -373.863     -391.350       17.486   603.9
2.6690         -373.830     -391.301       17.471   603.4
2.6700         -373.797     -391.253       17.456   602.9
2.6710         -373.764     -391.204       17.440   602.3
2.6720         -373.731     -391.156       17.425   601.8
2.6730         -373.698     -391.108       17.410   601.3
2.6740         -373.666     -391.060       17.394   600.8
2.6750         -373.633     -391.012       17.379   600.2
2.6760         -373.601     -390.965       17.364   599.7
2.6770         -373.569     -390.918       17.349   599.2
2.6780         -373.537     -390.871       17.334   598.7
2.6790         -373.505     -390.825       17.320   598.2
2.6800         -373.473     -390.778       17.305   597.7
2.6810         -373.441     -390.733       17.291   597.2
2.6820         -373.410     -390.687       17.277   596.7
2.6830         -373.378     -390.642       17.264   596.2
2.6840         -373.347     -390.598       17.251   595.8
2.6850         -373.316     -390.554       17.238   595.4
2.6860         -373.285     -390.510       17.226   594.9
2.6870         -373.253     -390.467       17.214   594.5
2.6880         -373.222     -390.424       17.202   594.1
2.6890         -373.191     -390.382       17.191   593.7
2.6900         -373.160     -390.340       17.180   593.4
2.6910         -373.130     -390.299       17.170   593.0
2.6920         -373.099     -390.259       17.160   592.7
2.6930         -373.068     -390.219       17.151   592.3
2.6940         -373.037     -390.179       17.142   592.0
2.6950         -373.006     -390.140       17.134   591.7
2.6960         -372.976     -390.102       17.126   591.5
2.6970         -372.945     -390.064       17.119   591.2
2.6980         -372.914     -390.026       17.112   591.0
2.6990         -372.884     -389.990       17.106   590.8
2.7000         -372.853     -389.953       17.100   590.6
2.7010         -372.823     -389.918       17.095   590.4
2.7020         -372.792     -389.883       17.091   590.3
2.7030         -372.762     -389.848       17.087   590.1
2.7040         -372.731     -389.815       17.083   590.0
2.7050         -372.701     -389.781       17.080   589.9
2.7060         -372.670     -389.749       17.078   589.8
2.7070         -372.640     -389.717       17.077   589.8
2.7080         -372.610     -389.685       17.075   589.7
2.7090         -372.579     -389.654       17.075   589.7
2.7100         -372.549     -389.624       17.075   589.7
2.7110         -372.519     -389.595       17.076   589.7
2.7120         -372.489     -389.566       17.077   589.8
2.7130         -372.458     -389.537       17.079   589.9
2.7140         -372.428     -389.509       17.081   589.9
2.7150         -372.398     -389.482       17.084   590.0
2.7160         -372.368     -389.456       17.088   590.2
2.7170         -372.338     -389.430       17.092   590.3
2.7180         -372.308     -389.405       17.097   590.5
2.7190         -372.278     -389.380       17.102   590.7
2.7200         -372.248     -389.356       17.108   590.9
2.7210         -372.219     -389.333       17.115   591.1
2.7220         -372.189     -389.310       17.121   591.3
2.7230         -372.159     -389.288       17.129   591.6
2.7240         -372.130     -389.267       17.137   591.9
2.7250         -372.100     -389.246       17.146   592.2
2.7260         -372.071     -389.226       17.155   592.5
2.7270         -372.042     -389.206       17.164   592.8
2.7280         -372.013     -389.188       17.174   593.2
2.7290         -371.984     -389.169       17.185   593.5
2.7300         -371.955     -389.152       17.196   593.9
2.7310         -371.927     -389.135       17.208   594.3
2.7320         -371.898     -389.118       17.220   594.7
2.7330         -371.870     -389.102       17.232   595.2
2.7340         -371.842     -389.087       17.245   595.6
2.7350         -371.814     -389.073       17.258   596.1
2.7360         -371.787     -389.059       17.272   596.5
2.7370         -371.759     -389.045       17.286   597.0
2.7380         -371.732     -389.033       17.301   597.5
2.7390         -371.705     -389.020       17.315   598.0
2.7400         -371.678     -389.009       17.331   598.6
2.7410         -371.652     -388.998       17.346   599.1
2.7420         -371.626     -388.988       17.362   599.6
2.7430         -371.600     -388.978       17.378   600.2
2.7440         -371.574     -388.969       17.395   600.8
2.7450         -371.549     -388.960       17.411   601.3
2.7460         -371.524     -388.952       17.428   601.9
2.7470         -371.499     -388.945       17.446   602.5
2.7480         -371.475     -388.938       17.463   603.1
2.7490         -371.451     -388.932       17.481   603.7
2.7500         -371.428     -388.926       17.499   604.4
2.7510         -371.405     -388.922       17.517   605.0
2.7520         -371.382     -388.917       17.535   605.6
2.7530         -371.360     -388.914       17.554   606.3
2.7540         -371.338     -388.911       17.573   606.9
2.7550         -371.317     -388.908       17.592   607.6
2.7560         -371.296     -388.907       17.611   608.2
2.7570         -371.275     -388.905       17.630   608.9
2.7580         -371.256     -388.905       17.649   609.6
2.7590         -371.236     -388.905       17.669   610.2
2.7600         -371.218     -388.906       17.688   610.9
2.7610         -371.199     -388.907       17.708   611.6
2.7620         -371.182     -388.909       17.728   612.3
2.7630         -371.165     -388.912       17.747   612.9
2.7640         -371.148     -388.915       17.767   613.6
2.7650         -371.132     -388.919       17.787   614.3
2.7660         -371.117     -388.924       17.807   615.0
2.7670         -371.103     -388.930       17.827   615.7
2.7680         -371.089     -388.936       17.847   616.4
2.7690         -371.076     -388.942       17.867   617.1
2.7700         -371.063     -388.950       17.886   617.7
2.7710         -371.052     -388.958       17.906   618.4
2.7720         -371.041     -388.967       17.926   619.1
2.7730         -371.030     -388.976       17.945   619.8
2.7740         -371.021     -388.986       17.965   620.5
2.7750         -371.012     -388.996       17.984   621.1
2.7760         -371.005     -389.008       18.003   621.8
2.7770         -370.997     -389.020       18.022   622.4
2.7780         -370.991     -389.032       18.041   623.1
2.7790         -370.986     -389.045       18.060   623.7
2.7800         -370.981     -389.059       18.078   624.4
2.7810         -370.978     -389.073       18.096   625.0
2.7820         -370.975     -389.088       18.113   625.6
2.7830         -370.973     -389.104       18.131   626.2
2.7840         -370.972     -389.120       18.147   626.8
2.7850         -370.972     -389.136       18.164   627.3
2.7860         -370.973     -389.153       18.180   627.9
2.7870         -370.975     -389.170       18.195   628.4
2.7880         -370.978     -389.188       18.210   628.9
2.7890         -370.982     -389.207       18.225   629.4
2.7900         -370.987     -389.225       18.239   629.9
2.7910         -370.992     -389.244       18.252   630.4
2.7920         -370.999     -389.264       18.265   630.8
2.7930         -371.007     -389.284       18.277   631.2
2.7940         -371.016     -389.304       18.288   631.6
2.7950         -371.026     -389.325       18.299   632.0
2.7960         -371.037     -389.346       18.309   632.3
2.7970         -371.049     -389.367       18.318   632.7
2.7980         -371.062     -389.389       18.327   633.0
2.7990         -371.076     -389.411       18.335   633.2
2.8000         -371.092     -389.433       18.342   633.5
2.8010         -371.108     -389.456       18.348   633.7
2.8020         -371.125     -389.479       18.354   633.9
2.8030         -371.144     -389.502       18.359   634.1
2.8040         -371.163     -389.526       18.363   634.2
2.8050         -371.184     -389.550       18.366   634.3
2.8060         -371.206     -389.574       18.368   634.4
2.8070         -371.228     -389.598       18.370   634.4
2.8080         -371.252     -389.623       18.371   634.5
2.8090         -371.277     -389.648       18.371   634.5
2.8100         -371.303     -389.673       18.370   634.5
2.8110         -371.330     -389.698       18.369   634.4
2.8120         -371.358     -389.724       18.366   634.3
2.8130         -371.387     -389.750       18.363   634.2
2.8140         -371.417     -389.776       18.359   634.1
2.8150         -371.448     -389.802       18.354   633.9
2.8160         -371.480     -389.829       18.348   633.7
2.8170         -371.514     -389.856       18.342   633.5
2.8180         -371.548     -389.883       18.335   633.2
2.8190         -371.583     -389.910       18.327   633.0
2.8200         -371.619     -389.937       18.318   632.7
2.8210         -371.656     -389.965       18.308   632.3
2.8220         -371.694     -389.993       18.298   632.0
2.8230         -371.733     -390.020       18.287   631.6
2.8240         -371.773     -390.049       18.275   631.2
2.8250         -371.814     -390.077       18.263   630.7
2.8260         -371.856     -390.106       18.250   630.3
2.8270         -371.899     -390.134       18.236   629.8
2.8280         -371.942     -390.163       18.221   629.3
2.8290         -371.987     -390.193       18.206   628.8
2.8300         -372.032     -390.222       18.190   628.2
2.8310         -372.078     -390.252       18.174   627.7
2.8320         -372.125     -390.281       18.157   627.1
2.8330         -372.172     -390.311       18.139   626.5
2.8340         -372.221     -390.342       18.121   625.8
2.8350         -372.270     -390.372       18.102   625.2
2.8360         -372.320     -390.403       18.083   624.5
2.8370         -372.370     -390.434       18.063   623.9
2.8380         -372.421     -390.465       18.043   623.2
2.8390         -372.473     -390.496       18.023   622.5
2.8400         -372.526     -390.527       18.002   621.7
2.8410         -372.579     -390.559       17.980   621.0
2.8420         -372.632     -390.591       17.958   620.2
2.8430         -372.687     -390.623       17.936   619.5
2.8440         -372.741     -390.655       17.914   618.7
2.8450         -372.797     -390.688       17.891   617.9
2.8460         -372.853     -390.720       17.868   617.1
2.8470         -372.909     -390.753       17.844   616.3
2.8480         -372.965     -390.786       17.821   615.5
2.8490         -373.023     -390.819       17.797   614.7
2.8500         -373.080     -390.853       17.773   613.8
2.8510         -373.138     -390.886       17.749   613.0
2.8520         -373.196     -390.920       17.724   612.1
2.8530         -373.255     -390.954       17.699   611.3
2.8540         -373.313     -390.988       17.675   610.4
2.8550         -373.372     -391.022       17.650   609.6
2.8560         -373.432     -391.057       17.625   608.7
2.8570         -373.491     -391.091       17.600   607.9
2.8580         -373.551     -391.126       17.575   607.0
2.8590         -373.611     -391.161       17.550   606.1
2.8600         -373.671     -391.196       17.525   605.3
2.8610         -373.731     -391.232       17.500   604.4
2.8620         -373.791     -391.267       17.476   603.6
2.8630         -373.852     -391.302       17.451   602.7
2.8640         -373.912     -391.338       17.426   601.9
2.8650         -373.972     -391.374       17.402   601.0
2.8660         -374.033     -391.410       17.377   600.2
2.8670         -374.093     -391.446       17.353   599.3
2.8680         -374.153     -391.482       17.329   598.5
2.8690         -374.214     -391.519       17.305   597.7
2.8700         -374.274     -391.555       17.281   596.8
2.8710         -374.334     -391.592       17.258   596.0
2.8720         -374.394     -391.628       17.235   595.2
2.8730         -374.453     -391.665       17.212   594.4
2.8740         -374.513     -391.702       17.189   593.7
2.8750         -374.572     -391.739       17.167   592.9
2.8760         -374.631     -391.776       17.144   592.1
2.8770         -374.690     -391.812       17.123   591.4
2.8780         -374.749     -391.849       17.101   590.6
2.8790         -374.807     -391.886       17.080   589.9
2.8800         -374.865     -391.924       17.059   589.2
2.8810         -374.922     -391.960       17.038   588.4
2.8820         -374.980     -391.997       17.018   587.7
2.8830         -375.037     -392.034       16.998   587.1
2.8840         -375.093     -392.071       16.978   586.4
2.8850         -375.149     -392.108       16.959   585.7
2.8860         -375.205     -392.145       16.940   585.1
2.8870         -375.260     -392.181       16.921   584.4
2.8880         -375.315     -392.218       16.903   583.8
2.8890         -375.370     -392.254       16.885   583.2
2.8900         -375.423     -392.291       16.867   582.5
2.8910         -375.477     -392.327       16.850   582.0
2.8920         -375.530     -392.363       16.833   581.4
2.8930         -375.582     -392.399       16.817   580.8
2.8940         -375.634     -392.434       16.800   580.2
2.8950         -375.685     -392.470       16.785   579.7
2.8960         -375.736     -392.505       16.769   579.2
2.8970         -375.786     -392.540       16.755   578.7
2.8980         -375.835     -392.575       16.740   578.2
2.8990         -375.884     -392.610       16.726   577.7
2.9000         -375.932     -392.645       16.712   577.2
2.9010         -375.980     -392.679       16.699   576.7
2.9020         -376.027     -392.713       16.686   576.3
2.9030         -376.073     -392.747       16.674   575.9
2.9040         -376.119     -392.781       16.662   575.4
2.9050         -376.164     -392.814       16.650   575.0
2.9060         -376.208     -392.847       16.639   574.7
2.9070         -376.252     -392.880       16.628   574.3
2.9080         -376.295     -392.912       16.618   573.9
2.9090         -376.337     -392.945       16.608   573.6
2.9100         -376.378     -392.977       16.599   573.3
2.9110         -376.419     -393.008       16.590   573.0
2.9120         -376.459     -393.040       16.581   572.7
2.9130         -376.498     -393.071       16.573   572.4
2.9140         -376.536     -393.101       16.565   572.1
2.9150         -376.574     -393.131       16.558   571.9
2.9160         -376.611     -393.161       16.551   571.6
2.9170         -376.647     -393.191       16.544   571.4
2.9180         -376.682     -393.220       16.538   571.2
2.9190         -376.716     -393.248       16.532   571.0
2.9200         -376.750     -393.276       16.526   570.8
2.9210         -376.783     -393.304       16.521   570.6
2.9220         -376.814     -393.331       16.516   570.4
2.9230         -376.846     -393.358       16.512   570.3
2.9240         -376.876     -393.384       16.508   570.1
2.9250         -376.905     -393.409       16.504   570.0
2.9260         -376.934     -393.434       16.500   569.9
2.9270         -376.961     -393.458       16.497   569.8
2.9280         -376.988     -393.482       16.494   569.7
2.9290         -377.014     -393.506       16.491   569.6
2.9300         -377.039     -393.528       16.489   569.5
2.9310         -377.063     -393.550       16.487   569.4
2.9320         -377.087     -393.572       16.485   569.4
2.9330         -377.109     -393.593       16.484   569.3
2.9340         -377.131     -393.613       16.482   569.3
2.9350         -377.151     -393.633       16.482   569.2
2.9360         -377.171     -393.652       16.481   569.2
2.9370         -377.190     -393.670       16.481   569.2
2.9380         -377.208     -393.688       16.480   569.2
2.9390         -377.225     -393.706       16.481   569.2
2.9400         -377.241     -393.722       16.481   569.2
2.9410         -377.256     -393.738       16.482   569.2
2.9420         -377.271     -393.754       16.483   569.3
2.9430         -377.284     -393.769       16.485   569.3
2.9440         -377.297     -393.783       16.486   569.4
2.9450         -377.308     -393.797       16.488   569.5
2.9460         -377.319     -393.810       16.490   569.5
2.9470         -377.329     -393.822       16.493   569.6
2.9480         -377.338     -393.834       16.496   569.7
2.9490         -377.346     -393.846       16.499   569.8
2.9500         -377.354     -393.856       16.503   570.0
2.9510         -377.360     -393.866       16.506   570.1
2.9520         -377.366     -393.876       16.510   570.2
2.9530         -377.370     -393.885       16.515   570.4
2.9540         -377.374     -393.894       16.519   570.5
2.9550         -377.377     -393.901       16.524   570.7
2.9560         -377.379     -393.909       16.530   570.9
2.9570         -377.380     -393.916       16.535   571.1
2.9580         -377.381     -393.922       16.541   571.3
2.9590         -377.380     -393.928       16.548   571.5
2.9600         -377.379     -393.933       16.554   571.7
2.9610         -377.377     -393.938       16.561   572.0
2.9620         -377.374     -393.942       16.569   572.2
2.9630         -377.370     -393.946       16.576   572.5
2.9640         -377.365     -393.950       16.584   572.8
2.9650         -377.360     -393.953       16.593   573.1
2.9660         -377.354     -393.955       16.601   573.4
2.9670         -377.347     -393.957       16.610   573.7
2.9680         -377.339     -393.959       16.620   574.0
2.9690         -377.331     -393.960       16.630   574.3
2.9700         -377.321     -393.961       16.640   574.7
2.9710         -377.311     -393.962       16.650   575.1
2.9720         -377.301     -393.962       16.661   575.4
2.9730         -377.289     -393.962       16.672   575.8
2.9740         -377.277     -393.961       16.684   576.2
2.9750         -377.264     -393.960       16.696   576.6
2.9760         -377.250     -393.959       16.708   577.1
2.9770         -377.236     -393.957       16.721   577.5
2.9780         -377.221     -393.955       16.734   577.9
2.9790         -377.205     -393.953       16.747   578.4
2.9800         -377.189     -393.950       16.761   578.9
2.9810         -377.172     -393.947       16.775   579.4
2.9820         -377.154     -393.944       16.790   579.9
2.9830         -377.136     -393.941       16.804   580.4
2.9840         -377.117     -393.937       16.820   580.9
2.9850         -377.098     -393.933       16.835   581.4
2.9860         -377.078     -393.929       16.851   582.0
2.9870         -377.058     -393.925       16.868   582.6
2.9880         -377.037     -393.921       16.884   583.1
2.9890         -377.015     -393.916       16.902   583.7
2.9900         -376.993     -393.912       16.919   584.3
2.9910         -376.970     -393.907       16.937   585.0
2.9920         -376.947     -393.902       16.955   585.6
2.9930         -376.924     -393.897       16.973   586.2
2.9940         -376.900     -393.892       16.992   586.9
2.9950         -376.875     -393.887       17.011   587.5
2.9960         -376.850     -393.881       17.031   588.2
2.9970         -376.825     -393.876       17.051   588.9
2.9980         -376.800     -393.871       17.071   589.6
2.9990         -376.774     -393.865       17.091   590.3
3.0000         -376.747     -393.860       17.112   591.0
3.0010         -376.721     -393.854       17.133   591.7
3.0020         -376.694     -393.849       17.154   592.5
3.0030         -376.667     -393.843       17.176   593.2
3.0040         -376.640     -393.837       17.198   594.0
3.0050         -376.612     -393.832       17.220   594.7
3.0060         -376.584     -393.826       17.242   595.5
3.0070         -376.556     -393.821       17.264   596.3
3.0080         -376.528     -393.815       17.287   597.0
3.0090         -376.500     -393.809       17.310   597.8
3.0100         -376.471     -393.804       17.332   598.6
3.0110         -376.443     -393.798       17.355   599.4
3.0120         -376.414     -393.792       17.378   600.2
3.0130         -376.386     -393.787       17.401   601.0
3.0140         -376.357     -393.781       17.424   601.8
3.0150         -376.328     -393.775       17.446   602.6
3.0160         -376.300     -393.769       17.469   603.3
3.0170         -376.271     -393.763       17.492   604.1
3.0180         -376.242     -393.756       17.514   604.9
3.0190         -376.214     -393.750       17.536   605.7
3.0200         -376.185     -393.744       17.558   606.4
3.0210         -376.157     -393.737       17.580   607.2
3.0220         -376.129     -393.730       17.602   607.9
3.0230         -376.101     -393.724       17.623   608.6
3.0240         -376.073     -393.717       17.644   609.4
3.0250         -376.045     -393.709       17.664   610.1
3.0260         -376.018     -393.702       17.684   610.8
3.0270         -375.991     -393.694       17.704   611.4
3.0280         -375.964     -393.687       17.723   612.1
3.0290         -375.937     -393.679       17.741   612.7
3.0300         -375.911     -393.670       17.759   613.4
3.0310         -375.885     -393.662       17.777   614.0
3.0320         -375.859     -393.653       17.794   614.6
3.0330         -375.834     -393.645       17.810   615.1
3.0340         -375.809     -393.636       17.826   615.7
3.0350         -375.785     -393.626       17.841   616.2
3.0360         -375.761     -393.617       17.856   616.7
3.0370         -375.738     -393.607       17.869   617.2
3.0380         -375.715     -393.597       17.883   617.6
3.0390         -375.692     -393.587       17.895   618.0
3.0400         -375.670     -393.577       17.907   618.4
3.0410         -375.648     -393.566       17.917   618.8
3.0420         -375.627     -393.555       17.928   619.2
3.0430         -375.607     -393.544       17.937   619.5
3.0440         -375.587     -393.533       17.945   619.8
